what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340241712
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340245759
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1558340267590
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1558340267590
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1558340268777
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1558340268808
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340271574
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340284496
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340289043
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340292965
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1558340299793
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1558340300700
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1558340305150
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558340305447
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558340335603
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340357431
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340359385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558340365822
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340368963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340371197
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340394056
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340396619
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1558340415322
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558340419135
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340420900
