what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558343965786
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558343973364
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558343975739
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1558343976661
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558343990833
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344004223
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344041598
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344041755
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344044442
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344047802
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344049802
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1558344051208
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344068927
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344069114
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344069302
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558344070755
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344073598
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344074614
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344074645
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344074739
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344075427
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344075833
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344076052
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344076348
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1558344076739
