what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340421010
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340421072
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340421853
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1558340421853
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558340423635
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1558340424838
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340425119
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340429010
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558340434838
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1558340436697
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558340438806
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340446244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340487294
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558340504060
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558340518552
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1558340525739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340526005
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340526536
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1558340533630
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558340535911
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558340545770
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340550161
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558340552848
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1558340562630
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558340567411
