what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559820068795
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559820072607
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1559820103420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820105576
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820106279
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1559820106295
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1559820106295
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820106764
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820107264
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1559820107279
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1559820107279
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820107811
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820108201
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1559820108217
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1559820108217
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820108936
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820109357
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1559820109373
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1559820109373
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820110186
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820110623
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1559820110623
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1559820110623
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820111311
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559820111623
