what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1559551629849
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559551631584
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1559551639552
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551651776
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551662198
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1559551694526
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559551697510
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559551701260
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551702948
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551704010
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551708698
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551745046
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551803781
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551804656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551828833
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551844412
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551849162
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551849959
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551854459
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551876089
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551928183
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551931199
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551952938
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559551974063
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1559552033001
