what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1560244479387
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244479559
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244481449
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1560244481465
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1560244481465
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244483824
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244485184
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1560244485199
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1560244485199
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244487918
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244489465
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1560244489465
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1560244489465
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244494715
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244496324
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1560244496340
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1560244496340
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244500090
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244501199
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1560244501199
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1560244501199
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244504762
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1560244506277
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1560244506293
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1560244506293
