what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558344507732
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344525076
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344540531
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558344568546
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1558344584546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344584796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344590140
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344595343
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344601500
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344619335
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344637225
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558344670179
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344692601
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344702961
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1558344707273
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344710461
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344715148
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344742794
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344780951
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344782591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558344807404
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558344825279
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558344830873
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558344835529
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558344862482
