what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005180698
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005180839
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005182276
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005182433
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005185104
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005185151
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005186745
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005187214
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005188495
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558005188511
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558005188511
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558005188683
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558005188683
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1558005193167
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1558005195448
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1558005196620
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1558005206667
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005206839
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005208589
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1558005208604
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1558005208604
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005218839
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005219370
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1558005234620
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1558005244433
